qid,qcate
d5d0e1b20dba11ecb1e81171463288e9,text
d5d0e37e0dba11ecb1e81171463288e9,text
d5d0eb6c0dba11ecb1e81171463288e9,text
d5d0ec340dba11ecb1e81171463288e9,text
d5d0edc40dba11ecb1e81171463288e9,text
d5d0fcba0dba11ecb1e81171463288e9,text
d5d0ff6c0dba11ecb1e81171463288e9,text
d5d101ba0dba11ecb1e81171463288e9,text
d5d113620dba11ecb1e81171463288e9,text
d5d146b60dba11ecb1e81171463288e9,text
d5d14e0e0dba11ecb1e81171463288e9,text
d5d175b40dba11ecb1e81171463288e9,text
d5d176540dba11ecb1e81171463288e9,text
d5d17dca0dba11ecb1e81171463288e9,text
d5d18f220dba11ecb1e81171463288e9,text
d5d18fc20dba11ecb1e81171463288e9,text
d5d197e20dba11ecb1e81171463288e9,text
d5d198b40dba11ecb1e81171463288e9,text
d5d1992c0dba11ecb1e81171463288e9,text
d5d1a2b40dba11ecb1e81171463288e9,text
d5d1aac00dba11ecb1e81171463288e9,text
d5d1b0420dba11ecb1e81171463288e9,text
d5d1b10a0dba11ecb1e81171463288e9,text
d5d1bb6e0dba11ecb1e81171463288e9,text
d5d1bede0dba11ecb1e81171463288e9,text
d5d1ea9e0dba11ecb1e81171463288e9,text
d5d1ec060dba11ecb1e81171463288e9,text
d5d1f7320dba11ecb1e81171463288e9,text
d5d200060dba11ecb1e81171463288e9,text
d5d209ca0dba11ecb1e81171463288e9,text
d5d20b280dba11ecb1e81171463288e9,text
d5d20efc0dba11ecb1e81171463288e9,text
d5d2236a0dba11ecb1e81171463288e9,text
d5d22a220dba11ecb1e81171463288e9,text
d5d248900dba11ecb1e81171463288e9,text
d5d249580dba11ecb1e81171463288e9,text
d5d24ae80dba11ecb1e81171463288e9,text
d5d24c1e0dba11ecb1e81171463288e9,text
d5d25e2a0dba11ecb1e81171463288e9,text
d5d25ff60dba11ecb1e81171463288e9,text
d5d26c760dba11ecb1e81171463288e9,text
d5d26dfc0dba11ecb1e81171463288e9,text
d5d26eb00dba11ecb1e81171463288e9,text
d5d272980dba11ecb1e81171463288e9,text
d5d27d1a0dba11ecb1e81171463288e9,text
d5d2813e0dba11ecb1e81171463288e9,text
d5d281a20dba11ecb1e81171463288e9,text
d5d282ec0dba11ecb1e81171463288e9,text
d5d2888c0dba11ecb1e81171463288e9,text
d5d2930e0dba11ecb1e81171463288e9,text
d5d2a18c0dba11ecb1e81171463288e9,text
d5d2a3760dba11ecb1e81171463288e9,text
d5d2b0140dba11ecb1e81171463288e9,text
d5d2b5e60dba11ecb1e81171463288e9,text
d5d2d27e0dba11ecb1e81171463288e9,text
d5d2da9e0dba11ecb1e81171463288e9,text
d5d2f0f60dba11ecb1e81171463288e9,text
d5d2f33a0dba11ecb1e81171463288e9,text
d5d307da0dba11ecb1e81171463288e9,text
d5d312e80dba11ecb1e81171463288e9,text
d5d3523a0dba11ecb1e81171463288e9,text
d5d36a680dba11ecb1e81171463288e9,text
d5d3733c0dba11ecb1e81171463288e9,text
d5d375800dba11ecb1e81171463288e9,text
d5d376200dba11ecb1e81171463288e9,text
d5d39c040dba11ecb1e81171463288e9,text
d5d39dda0dba11ecb1e81171463288e9,text
d5d3a6540dba11ecb1e81171463288e9,text
d5d3aad20dba11ecb1e81171463288e9,text
d5d3b5860dba11ecb1e81171463288e9,text
d5d3b8740dba11ecb1e81171463288e9,text
d5d3d1880dba11ecb1e81171463288e9,text
d5d3d4c60dba11ecb1e81171463288e9,text
d5d3d7780dba11ecb1e81171463288e9,text
d5d3e2860dba11ecb1e81171463288e9,text
d5d3e60a0dba11ecb1e81171463288e9,text
d5d3e8c60dba11ecb1e81171463288e9,text
d5d3eeca0dba11ecb1e81171463288e9,text
d5d3f19a0dba11ecb1e81171463288e9,text
d5d3f5e60dba11ecb1e81171463288e9,text
d5d3f6ae0dba11ecb1e81171463288e9,text
d5d3f8700dba11ecb1e81171463288e9,text
d5d40f5e0dba11ecb1e81171463288e9,text
d5d418aa0dba11ecb1e81171463288e9,text
d5d41bc00dba11ecb1e81171463288e9,text
d5d427aa0dba11ecb1e81171463288e9,text
d5d429da0dba11ecb1e81171463288e9,text
d5d435600dba11ecb1e81171463288e9,text
d5d435b00dba11ecb1e81171463288e9,text
d5d43c680dba11ecb1e81171463288e9,text
d5d43e3e0dba11ecb1e81171463288e9,text
d5d441900dba11ecb1e81171463288e9,text
d5d443c00dba11ecb1e81171463288e9,text
d5d4447e0dba11ecb1e81171463288e9,text
d5d447da0dba11ecb1e81171463288e9,text
d5d45a0e0dba11ecb1e81171463288e9,text
d5d463dc0dba11ecb1e81171463288e9,text
d5d469cc0dba11ecb1e81171463288e9,text
d5d46ea40dba11ecb1e81171463288e9,text
d5d4748a0dba11ecb1e81171463288e9,text
d5d475ca0dba11ecb1e81171463288e9,text
d5d482040dba11ecb1e81171463288e9,text
d5d485420dba11ecb1e81171463288e9,text
d5d4985c0dba11ecb1e81171463288e9,text
d5d4a1f80dba11ecb1e81171463288e9,text
d5d4a52c0dba11ecb1e81171463288e9,text
d5d4a93c0dba11ecb1e81171463288e9,text
d5d4abc60dba11ecb1e81171463288e9,text
d5d4c1ba0dba11ecb1e81171463288e9,text
d5d4c3ea0dba11ecb1e81171463288e9,text
d5d4cb920dba11ecb1e81171463288e9,text
d5d4d79a0dba11ecb1e81171463288e9,text
d5d4d9200dba11ecb1e81171463288e9,text
d5d4d9a20dba11ecb1e81171463288e9,text
d5d4da4c0dba11ecb1e81171463288e9,text
d5d4db640dba11ecb1e81171463288e9,text
d5d4ee420dba11ecb1e81171463288e9,text
d5d4f3420dba11ecb1e81171463288e9,text
d5d503d20dba11ecb1e81171463288e9,text
d5d508be0dba11ecb1e81171463288e9,text
d5d51cbe0dba11ecb1e81171463288e9,text
d5d520920dba11ecb1e81171463288e9,text
d5d530e60dba11ecb1e81171463288e9,text
d5d532bc0dba11ecb1e81171463288e9,text
d5d542c00dba11ecb1e81171463288e9,text
d5d54e000dba11ecb1e81171463288e9,text
d5d5653e0dba11ecb1e81171463288e9,text
d5d5696c0dba11ecb1e81171463288e9,text
d5d56dea0dba11ecb1e81171463288e9,text
d5d56fb60dba11ecb1e81171463288e9,text
d5d5752e0dba11ecb1e81171463288e9,text
d5d57e2a0dba11ecb1e81171463288e9,text
d5d58fd20dba11ecb1e81171463288e9,text
d5d591b20dba11ecb1e81171463288e9,text
d5d5a92c0dba11ecb1e81171463288e9,text
d5d5ade60dba11ecb1e81171463288e9,text
d5d5bb9c0dba11ecb1e81171463288e9,text
d5d5bc8c0dba11ecb1e81171463288e9,text
d5d5c0060dba11ecb1e81171463288e9,text
d5d5c34e0dba11ecb1e81171463288e9,text
d5d5c39e0dba11ecb1e81171463288e9,text
d5d5c6d20dba11ecb1e81171463288e9,text
d5d5c74a0dba11ecb1e81171463288e9,text
d5d5cace0dba11ecb1e81171463288e9,text
d5d5cd620dba11ecb1e81171463288e9,text
d5d5d0c80dba11ecb1e81171463288e9,text
d5d5d15e0dba11ecb1e81171463288e9,text
d5d5d5c80dba11ecb1e81171463288e9,text
d5d5e31a0dba11ecb1e81171463288e9,text
d5d5ef540dba11ecb1e81171463288e9,text
d5d5f7ec0dba11ecb1e81171463288e9,text
d5d600fc0dba11ecb1e81171463288e9,text
d5d6067e0dba11ecb1e81171463288e9,text
d5d60e1c0dba11ecb1e81171463288e9,text
d5d613bc0dba11ecb1e81171463288e9,text
d5d618300dba11ecb1e81171463288e9,text
d5d61fd80dba11ecb1e81171463288e9,text
d5d627a80dba11ecb1e81171463288e9,text
d5d627d00dba11ecb1e81171463288e9,text
d5d6511a0dba11ecb1e81171463288e9,text
d5d653720dba11ecb1e81171463288e9,text
d5d656e20dba11ecb1e81171463288e9,text
d5d65c140dba11ecb1e81171463288e9,text
d5d66eb60dba11ecb1e81171463288e9,text
d5d67c080dba11ecb1e81171463288e9,text
d5d67ef60dba11ecb1e81171463288e9,text
d5d683ce0dba11ecb1e81171463288e9,text
d5d685fe0dba11ecb1e81171463288e9,text
d5d687200dba11ecb1e81171463288e9,text
d5d6a6b00dba11ecb1e81171463288e9,text
d5d6a7500dba11ecb1e81171463288e9,text
d5d6baec0dba11ecb1e81171463288e9,text
d5d6c6e00dba11ecb1e81171463288e9,text
d5d6d23e0dba11ecb1e81171463288e9,text
d5d6e7ba0dba11ecb1e81171463288e9,text
d5d6f03e0dba11ecb1e81171463288e9,text
d5d6f4800dba11ecb1e81171463288e9,text
d5d70ae20dba11ecb1e81171463288e9,text
d5d7101e0dba11ecb1e81171463288e9,text
d5d71bcc0dba11ecb1e81171463288e9,text
d5d726080dba11ecb1e81171463288e9,text
d5d73ecc0dba11ecb1e81171463288e9,text
d5d74a8e0dba11ecb1e81171463288e9,text
d5d74f7a0dba11ecb1e81171463288e9,text
d5d756000dba11ecb1e81171463288e9,text
d5d75a100dba11ecb1e81171463288e9,text
d5d75b320dba11ecb1e81171463288e9,text
d5d762080dba11ecb1e81171463288e9,text
d5d7664a0dba11ecb1e81171463288e9,text
d5d76b540dba11ecb1e81171463288e9,text
d5d76ef60dba11ecb1e81171463288e9,text
d5d777d40dba11ecb1e81171463288e9,text
d5d77c2a0dba11ecb1e81171463288e9,text
d5d787ba0dba11ecb1e81171463288e9,text
d5d7897c0dba11ecb1e81171463288e9,text
d5d790160dba11ecb1e81171463288e9,text
d5d791380dba11ecb1e81171463288e9,text
d5d795840dba11ecb1e81171463288e9,text
d5d79b240dba11ecb1e81171463288e9,text
d5d79cdc0dba11ecb1e81171463288e9,text
d5d7bb400dba11ecb1e81171463288e9,text
d5d7cf860dba11ecb1e81171463288e9,text
d5d7d6fc0dba11ecb1e81171463288e9,text
d5d7da260dba11ecb1e81171463288e9,text
d5d7ed2c0dba11ecb1e81171463288e9,text
d5d808700dba11ecb1e81171463288e9,text
d5d80a960dba11ecb1e81171463288e9,text
d5d81df60dba11ecb1e81171463288e9,text
d5d821ac0dba11ecb1e81171463288e9,text
d5d82c060dba11ecb1e81171463288e9,text
d5d82ea40dba11ecb1e81171463288e9,text
d5d83aac0dba11ecb1e81171463288e9,text
d5d843580dba11ecb1e81171463288e9,text
d5d845b00dba11ecb1e81171463288e9,text
d5d853b60dba11ecb1e81171463288e9,text
d5d862de0dba11ecb1e81171463288e9,text
d5d867ca0dba11ecb1e81171463288e9,text
d5d868b00dba11ecb1e81171463288e9,text
d5d8794a0dba11ecb1e81171463288e9,text
d5d87a120dba11ecb1e81171463288e9,text
d5d8889a0dba11ecb1e81171463288e9,text
d5d88a160dba11ecb1e81171463288e9,text
d5d88ad40dba11ecb1e81171463288e9,text
d5d897720dba11ecb1e81171463288e9,text
d5d8a03c0dba11ecb1e81171463288e9,text
d5d8b5180dba11ecb1e81171463288e9,text
d5d8b86a0dba11ecb1e81171463288e9,text
d5d8bfea0dba11ecb1e81171463288e9,text
d5d8d5200dba11ecb1e81171463288e9,text
d5d8e3580dba11ecb1e81171463288e9,text
d5d8e9520dba11ecb1e81171463288e9,text
d5d8f2c60dba11ecb1e81171463288e9,text
d5d8f8520dba11ecb1e81171463288e9,text
d5d914680dba11ecb1e81171463288e9,text
d5d92a160dba11ecb1e81171463288e9,text
d5d930920dba11ecb1e81171463288e9,text
d5d948160dba11ecb1e81171463288e9,text
d5d94ea60dba11ecb1e81171463288e9,text
d5d957c00dba11ecb1e81171463288e9,text
d5d959460dba11ecb1e81171463288e9,text
d5d95cf20dba11ecb1e81171463288e9,text
d5d963280dba11ecb1e81171463288e9,text
d5d966de0dba11ecb1e81171463288e9,text
d5d969c20dba11ecb1e81171463288e9,text
d5d97e9e0dba11ecb1e81171463288e9,text
d5d98a380dba11ecb1e81171463288e9,text
d5d99f500dba11ecb1e81171463288e9,text
d5d9a9640dba11ecb1e81171463288e9,text
d5d9b6e80dba11ecb1e81171463288e9,text
d5d9bf940dba11ecb1e81171463288e9,text
d5d9c6ce0dba11ecb1e81171463288e9,text
d5d9ccaa0dba11ecb1e81171463288e9,text
d5d9ce760dba11ecb1e81171463288e9,text
d5d9d63c0dba11ecb1e81171463288e9,text
d5d9dd760dba11ecb1e81171463288e9,text
d5d9e9f60dba11ecb1e81171463288e9,text
d5d9eb180dba11ecb1e81171463288e9,text
d5d9eeec0dba11ecb1e81171463288e9,text
d5da06a20dba11ecb1e81171463288e9,text
d5da0fa80dba11ecb1e81171463288e9,text
d5da11b00dba11ecb1e81171463288e9,text
d5da13180dba11ecb1e81171463288e9,text
d5da22540dba11ecb1e81171463288e9,text
d5da27b80dba11ecb1e81171463288e9,text
d5da2b8c0dba11ecb1e81171463288e9,text
d5da31360dba11ecb1e81171463288e9,text
d5da360e0dba11ecb1e81171463288e9,text
d5da373a0dba11ecb1e81171463288e9,text
d5da3e1a0dba11ecb1e81171463288e9,text
d5da4be40dba11ecb1e81171463288e9,text
d5da58aa0dba11ecb1e81171463288e9,text
d5da66060dba11ecb1e81171463288e9,text
d5da676e0dba11ecb1e81171463288e9,text
d5da6e440dba11ecb1e81171463288e9,text
d5da7c720dba11ecb1e81171463288e9,text
d5da7e7a0dba11ecb1e81171463288e9,text
d5da873a0dba11ecb1e81171463288e9,text
d5da91620dba11ecb1e81171463288e9,text
d5da93a60dba11ecb1e81171463288e9,text
d5dab1740dba11ecb1e81171463288e9,text
d5dab25a0dba11ecb1e81171463288e9,text
d5dab6ec0dba11ecb1e81171463288e9,text
d5dac57e0dba11ecb1e81171463288e9,text
d5dad2080dba11ecb1e81171463288e9,text
d5dadc080dba11ecb1e81171463288e9,text
d5dadde80dba11ecb1e81171463288e9,text
d5dae1260dba11ecb1e81171463288e9,text
d5daf51c0dba11ecb1e81171463288e9,text
d5daf9fe0dba11ecb1e81171463288e9,text
d5db05020dba11ecb1e81171463288e9,text
d5db0ff20dba11ecb1e81171463288e9,text
d5db1e0c0dba11ecb1e81171463288e9,text
d5db203c0dba11ecb1e81171463288e9,text
d5db2f960dba11ecb1e81171463288e9,text
d5db36300dba11ecb1e81171463288e9,text
d5db46340dba11ecb1e81171463288e9,text
d5db46e80dba11ecb1e81171463288e9,text
d5db59440dba11ecb1e81171463288e9,text
d5db67400dba11ecb1e81171463288e9,text
d5db69200dba11ecb1e81171463288e9,text
d5db70be0dba11ecb1e81171463288e9,text
d5db767c0dba11ecb1e81171463288e9,text
d5dba7c80dba11ecb1e81171463288e9,text
d5dbacf00dba11ecb1e81171463288e9,text
d5dbc4880dba11ecb1e81171463288e9,text
d5dbd27a0dba11ecb1e81171463288e9,text
d5dbd2d40dba11ecb1e81171463288e9,text
d5dbef1c0dba11ecb1e81171463288e9,text
d5dbf20a0dba11ecb1e81171463288e9,text
d5dbf34a0dba11ecb1e81171463288e9,text
d5dbf53e0dba11ecb1e81171463288e9,text
d5dbf58e0dba11ecb1e81171463288e9,text
d5dbf73c0dba11ecb1e81171463288e9,text
d5dbf87c0dba11ecb1e81171463288e9,text
d5dbfc0a0dba11ecb1e81171463288e9,text
d5dc13a20dba11ecb1e81171463288e9,text
d5dc13e80dba11ecb1e81171463288e9,text
d5dc1d700dba11ecb1e81171463288e9,text
d5dc1f460dba11ecb1e81171463288e9,text
d5dc2cfc0dba11ecb1e81171463288e9,text
d5dc4e300dba11ecb1e81171463288e9,text
d5dc51dc0dba11ecb1e81171463288e9,text
d5dc6be00dba11ecb1e81171463288e9,text
d5dc70180dba11ecb1e81171463288e9,text
d5dc73920dba11ecb1e81171463288e9,text
d5dc79f00dba11ecb1e81171463288e9,text
d5dc7c200dba11ecb1e81171463288e9,text
d5dc8c380dba11ecb1e81171463288e9,text
d5dc8cf60dba11ecb1e81171463288e9,text
d5dc93400dba11ecb1e81171463288e9,text
d5dc99b20dba11ecb1e81171463288e9,text
d5dcadb20dba11ecb1e81171463288e9,text
d5dcb2da0dba11ecb1e81171463288e9,text
d5dcb3160dba11ecb1e81171463288e9,text
d5dcdb2a0dba11ecb1e81171463288e9,text
d5dcf4660dba11ecb1e81171463288e9,text
d5dcf51a0dba11ecb1e81171463288e9,text
d5dcfe7a0dba11ecb1e81171463288e9,text
d5dd0bfe0dba11ecb1e81171463288e9,text
d5dd17480dba11ecb1e81171463288e9,text
d5dd19be0dba11ecb1e81171463288e9,text
d5dd1b3a0dba11ecb1e81171463288e9,text
d5dd22ce0dba11ecb1e81171463288e9,text
d5dd2c600dba11ecb1e81171463288e9,text
d5dd303e0dba11ecb1e81171463288e9,text
d5dd3fc00dba11ecb1e81171463288e9,text
d5dd51900dba11ecb1e81171463288e9,text
d5dd52800dba11ecb1e81171463288e9,text
d5dd5dd40dba11ecb1e81171463288e9,text
d5dd71020dba11ecb1e81171463288e9,text
d5dd76020dba11ecb1e81171463288e9,text
d5dd7dd20dba11ecb1e81171463288e9,text
d5dd7e220dba11ecb1e81171463288e9,text
d5dd92360dba11ecb1e81171463288e9,text
d5dd94840dba11ecb1e81171463288e9,text
d5dda4ba0dba11ecb1e81171463288e9,text
d5dda8480dba11ecb1e81171463288e9,text
d5ddb1940dba11ecb1e81171463288e9,text
d5ddb5cc0dba11ecb1e81171463288e9,text
d5ddc3aa0dba11ecb1e81171463288e9,text
d5ddc44a0dba11ecb1e81171463288e9,text
d5ddcfe40dba11ecb1e81171463288e9,text
d5ddd4c60dba11ecb1e81171463288e9,text
d5ddd53e0dba11ecb1e81171463288e9,text
d5dde4c00dba11ecb1e81171463288e9,text
d5ddee200dba11ecb1e81171463288e9,text
d5ddfaaa0dba11ecb1e81171463288e9,text
d5de05ae0dba11ecb1e81171463288e9,text
d5de07160dba11ecb1e81171463288e9,text
d5de1f760dba11ecb1e81171463288e9,text
d5de20020dba11ecb1e81171463288e9,text
d5de29080dba11ecb1e81171463288e9,text
d5de2a520dba11ecb1e81171463288e9,text
d5de38260dba11ecb1e81171463288e9,text
d5de4a1e0dba11ecb1e81171463288e9,text
d5de70de0dba11ecb1e81171463288e9,text
d5de74800dba11ecb1e81171463288e9,text
d5de8f600dba11ecb1e81171463288e9,text
d5deb2ce0dba11ecb1e81171463288e9,text
d5deb40e0dba11ecb1e81171463288e9,text
d5deb7920dba11ecb1e81171463288e9,text
d5deba440dba11ecb1e81171463288e9,text
d5deba760dba11ecb1e81171463288e9,text
d5dec5f20dba11ecb1e81171463288e9,text
d5dec6920dba11ecb1e81171463288e9,text
d5dec84a0dba11ecb1e81171463288e9,text
d5dece120dba11ecb1e81171463288e9,text
d5deec940dba11ecb1e81171463288e9,text
d5def2c00dba11ecb1e81171463288e9,text
d5df01b60dba11ecb1e81171463288e9,text
d5df03be0dba11ecb1e81171463288e9,text
d5df05bc0dba11ecb1e81171463288e9,text
d5df0a3a0dba11ecb1e81171463288e9,text
d5df22400dba11ecb1e81171463288e9,text
d5df27220dba11ecb1e81171463288e9,text
d5df344c0dba11ecb1e81171463288e9,text
d5df42fc0dba11ecb1e81171463288e9,text
d5df434c0dba11ecb1e81171463288e9,text
d5df47ac0dba11ecb1e81171463288e9,text
d5df4aea0dba11ecb1e81171463288e9,text
d5df4cc00dba11ecb1e81171463288e9,text
d5df59180dba11ecb1e81171463288e9,text
d5df5ddc0dba11ecb1e81171463288e9,text
d5df639a0dba11ecb1e81171463288e9,text
d5df64120dba11ecb1e81171463288e9,text
d5df643a0dba11ecb1e81171463288e9,text
d5df67d20dba11ecb1e81171463288e9,text
d5df68b80dba11ecb1e81171463288e9,text
d5df69da0dba11ecb1e81171463288e9,text
d5df81fe0dba11ecb1e81171463288e9,text
d5df83340dba11ecb1e81171463288e9,text
d5df85e60dba11ecb1e81171463288e9,text
d5df92200dba11ecb1e81171463288e9,text
d5df93d80dba11ecb1e81171463288e9,text
d5dfa8dc0dba11ecb1e81171463288e9,text
d5dfaa620dba11ecb1e81171463288e9,text
d5dfaef40dba11ecb1e81171463288e9,text
